longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
-122.16,37.75,46.0,6.86171134048073,5.087596335232384,6.063785208687608,5.043425116919247,2.925,142900.0,0,0,0,1,0
-118.34,34.26,37.0,7.482681828154651,5.71042701737487,6.555356891810665,5.583496308781699,5.2661,314900.0,1,0,0,0,0
-119.62,37.33,7.0,8.128585200374497,6.432940092739179,7.1459844677143876,6.163314804034641,3.0224,147800.0,0,1,0,0,0
-121.27,38.72,6.0,8.447843113281444,6.4692503167957724,7.652545692693921,6.498282149476434,6.0804,198700.0,0,1,0,0,0
-118.41,34.0,35.0,6.968850378341948,5.723585101952381,6.934397209928558,5.730099782973574,2.7153,265500.0,1,0,0,0,0
-122.27,37.77,52.0,7.4570320891223805,5.934894195619588,6.771935555839602,5.8971538676367405,4.1667,225800.0,0,0,0,1,0
-120.59,37.35,15.0,8.086410275323782,6.419994928147142,7.358830898342354,6.39024066706535,3.5393,88000.0,0,1,0,0,0
-118.35,34.05,44.0,7.526717561352706,6.202535517187923,7.226209010100671,6.152732694704104,2.0984,158000.0,1,0,0,0,0
-121.09,39.48,25.0,7.418180822726788,5.926926025970411,6.740519359606223,5.802118375377063,1.5603,78100.0,0,1,0,0,0
-117.87,35.73,13.0,7.8504931808711405,6.1092475827643655,7.074963197966044,6.028278520230698,4.1518,91800.0,0,1,0,0,0
-118.35,34.27,32.0,6.405228458030842,4.6913478822291435,5.752572638825633,4.736198448394496,6.2037,205400.0,1,0,0,0,0
-119.82,36.76,41.0,7.587817219993427,5.991464547107982,7.010311867307229,5.929589143389895,1.8971,66900.0,0,1,0,0,0
-118.04,33.97,34.0,7.473069088032197,6.068425588244111,7.1569563646156364,5.971261839790462,3.0491,158200.0,1,0,0,0,0
-121.89,37.27,28.0,7.301147805856032,5.54907608489522,6.535241271013659,5.402677381872279,5.2088,240900.0,1,0,0,0,0
-121.94,37.27,39.0,6.93828448401696,5.2574953720277815,6.2878585601617845,5.170483995038151,3.9265,236900.0,1,0,0,0,0
-118.24,34.15,20.0,7.913886714856082,6.490723534502507,7.354362330421477,6.410174881966167,3.3906,284100.0,1,0,0,0,0
-117.66,33.61,21.0,7.566828479208331,5.58724865840025,6.7580945044277305,5.659482215759621,7.1497,274000.0,1,0,0,0,0
-120.88,37.57,22.0,7.273092595999522,5.5909869805108565,6.652863029353347,5.521460917862246,3.9821,204300.0,0,1,0,0,0
-115.4,32.86,19.0,6.992096427415888,5.147494476813453,6.476972362889683,5.159055299214529,3.3182,113800.0,0,1,0,0,0
-118.39,34.21,14.0,7.940227765145702,6.767343125265392,7.912056888179006,6.6895992691789665,2.6667,172400.0,1,0,0,0,0
-122.11,38.09,11.0,6.513230110912307,4.983606621708336,5.765191102784844,4.927253685157205,2.3929,122500.0,0,0,0,1,0
-122.96,38.26,20.0,7.592366128519796,5.883322388488279,5.733341276897746,4.890349128221754,3.1429,240900.0,0,0,0,0,1
-117.07,33.67,11.0,6.84587987526405,5.236441962829949,6.324358962381311,5.25227342804663,2.375,145800.0,0,1,0,0,0
-118.27,34.09,52.0,7.752764808851328,6.320768294250582,6.955592608396297,6.198478716492308,3.7847,252300.0,1,0,0,0,0
-118.26,34.0,41.0,7.458186157340487,6.20050917404269,7.482681828154651,6.118097198041348,1.6221,104200.0,1,0,0,0,0
-117.78,33.76,25.0,7.72356247227797,5.568344503761097,6.579251212010101,5.541263545158426,11.4537,500001.0,1,0,0,0,0
-119.03,35.38,38.0,7.660585461703256,5.978885764901122,6.738152494595957,6.018593214496234,3.0,91800.0,0,1,0,0,0
-118.12,33.97,33.0,8.039157390473237,6.733401891837359,7.613818684808629,6.621405651764134,3.183,191100.0,1,0,0,0,0
-118.31,34.04,29.0,7.620214770574455,6.361302477572996,7.635786861395585,6.3473892096560105,2.0658,214600.0,1,0,0,0,0
-121.89,37.23,20.0,8.956093075610639,6.884486652042782,8.037543185118697,6.848005274576363,8.19,361600.0,1,0,0,0,0
-121.65,39.32,40.0,6.70073110954781,5.043425116919247,5.926926025970411,4.962844630259907,2.7891,73500.0,0,1,0,0,0
-120.35,36.16,18.0,7.326465613840322,5.6937321388027,6.741700694652055,5.60947179518496,2.7792,85300.0,0,1,0,0,0
-118.24,33.78,24.0,6.354370040797351,5.159055299214529,6.665683717782408,5.093750200806762,2.25,152300.0,0,0,0,0,1
-122.04,37.08,20.0,6.148468295917647,4.564348191467836,5.438079308923196,4.465908118654584,4.8,261500.0,0,0,0,0,1
-117.29,34.49,3.0,8.94767606249969,7.343426229147367,8.244071270295786,7.24422751560335,3.3871,111800.0,0,1,0,0,0
-118.29,33.93,43.0,7.611842399580417,5.940171252720432,6.9584483932976555,5.8664680569332965,3.3836,129900.0,1,0,0,0,0
-118.18,34.05,41.0,6.637258031284457,4.997212273764115,6.706862336602747,5.176149732573829,3.75,123100.0,1,0,0,0,0
-118.13,34.07,32.0,7.53955882930103,6.061456918928017,7.247792581767846,6.052089168924417,3.085,220500.0,1,0,0,0,0
-122.05,37.33,17.0,8.209308411646937,6.715383386334681,7.21890970761906,6.543911845564792,6.3131,436400.0,1,0,0,0,0
-118.2,33.96,43.0,7.1180162044653335,5.726847747587197,7.0825485693553,5.645446897643238,2.8371,161300.0,1,0,0,0,0
-120.93,37.72,18.0,5.971261839790462,4.276666119016055,5.5134287461649825,4.276666119016055,4.3864,179500.0,0,1,0,0,0
-118.54,34.37,27.0,7.62657020629066,5.71042701737487,6.822197390620491,5.662960480135946,7.6059,323700.0,1,0,0,0,0
-121.32,38.16,14.0,7.6255950721324535,5.988961416889864,6.977281341630747,5.91350300563827,3.5,240800.0,0,1,0,0,0
-117.71,33.57,4.0,8.098642843759418,6.625392368007956,7.1592919047975645,6.480044561926653,4.045,226000.0,1,0,0,0,0
-117.12,32.73,50.0,7.744136627627991,6.052089168924417,6.78897174299217,5.877735781779639,3.5156,168800.0,0,0,0,0,1
-118.41,34.03,26.0,8.384118837190895,7.240649694255466,7.798112628829788,7.1316985104669115,2.8418,327300.0,1,0,0,0,0
-118.32,34.19,37.0,7.197435354096591,5.521460917862246,6.186208623900494,5.484796933490655,4.1731,352100.0,1,0,0,0,0
-117.13,34.07,34.0,7.785720896534624,6.295266001439646,7.202661196523238,6.244166900663736,2.8031,86900.0,0,1,0,0,0
-117.82,33.8,15.0,8.073402968986406,6.473890696352274,7.254884810077338,6.39024066706535,4.0484,165600.0,1,0,0,0,0
-118.09,34.12,45.0,7.995306620290822,6.030685260261263,7.116394144093465,6.016157159698354,7.8347,500001.0,1,0,0,0,0
-118.23,33.95,37.0,7.889084407035514,6.51025834052315,7.960672608388117,6.52795791762255,0.6831,87500.0,1,0,0,0,0
-120.99,37.65,44.0,7.954723334497908,6.436150368369428,7.25063551189868,6.3578422665081,2.1487,86600.0,0,1,0,0,0
-122.91,39.05,27.0,6.672032945461067,5.342334251964811,5.69035945432406,4.6913478822291435,3.7667,95000.0,0,1,0,0,0
-122.05,36.96,30.0,6.879355804460439,5.225746673713202,6.4692503167957724,5.159055299214529,4.2045,226500.0,0,0,0,0,1
-121.91,37.26,25.0,8.356789669923213,6.579251212010101,7.736743682453495,6.612041034833092,5.1461,267200.0,1,0,0,0,0
-119.75,36.77,32.0,7.5822291942764615,5.991464547107982,6.913737350659685,5.973809611869261,2.6726,70400.0,0,1,0,0,0
-118.27,34.07,33.0,7.071573364211532,6.150602768446279,7.335633981927201,6.066108090103747,2.3981,183300.0,1,0,0,0,0
-120.56,38.39,20.0,7.190676034332207,5.730099782973574,6.335054251498059,5.472270673671475,2.6667,86600.0,0,1,0,0,0
-123.21,39.18,17.0,7.927685045615778,6.3578422665081,7.31455283232408,6.371611847231857,2.6275,142100.0,1,0,0,0,0
-118.27,33.82,33.0,7.3758821482150125,5.823045895483019,7.409136443920128,5.799092654460526,4.3687,173500.0,1,0,0,0,0
-118.35,34.08,52.0,6.911747300251674,5.303304908059076,6.244166900663736,5.3230099791384085,3.8472,395700.0,1,0,0,0,0
-117.98,35.13,5.0,8.48673398393153,6.825460036255307,7.826044013518965,6.742880635791903,3.5391,81900.0,0,1,0,0,0
-117.66,34.13,19.0,8.293049139768444,6.318968113746434,7.329093736246592,6.234410725718371,6.075,254100.0,0,1,0,0,0
-117.87,33.76,37.0,8.505929999137527,6.747586526829315,7.68017564043659,6.670766320845874,4.1071,311300.0,1,0,0,0,0
-119.2,34.25,18.0,8.073714641109857,6.467698726104354,7.587817219993427,6.421622267806518,3.8162,235000.0,0,0,0,0,1
-117.96,33.99,25.0,7.207118856207756,5.351858133476067,6.493753839851686,5.303304908059076,5.2852,297600.0,1,0,0,0,0
-117.37,34.0,41.0,7.130098510125578,5.631211781821365,6.647688373563329,5.5254529391317835,3.025,90600.0,0,1,0,0,0
-118.38,33.87,27.0,7.7354333524996886,6.198478716492308,7.004881989712859,6.1463292576688975,4.675,316900.0,1,0,0,0,0
-118.32,33.8,29.0,8.08794755464267,6.576469569048224,7.374001859350161,6.523562306149512,4.0536,285800.0,1,0,0,0,0
-117.07,33.72,16.0,8.502891406705377,6.8679744089702925,7.665284718471351,6.74993119378857,2.7983,112500.0,0,1,0,0,0
-118.44,34.25,33.0,7.022868086082641,5.44673737166631,6.946013991099227,5.4680601411351315,4.8958,173700.0,1,0,0,0,0
-118.18,34.16,34.0,8.519789817263504,6.616065185132817,7.438383530044307,6.573680166960646,9.4987,500001.0,1,0,0,0,0
-117.04,34.03,29.0,8.124446855715847,6.679599185844383,7.473637108496206,6.551080335043404,2.7028,92000.0,0,1,0,0,0
-121.99,36.99,29.0,8.045588280803528,6.230481447578482,7.29776828253138,6.1903154058531475,5.8123,281500.0,0,0,0,0,1
-118.14,34.11,52.0,8.122074375362217,6.302618975744905,7.2640301428995295,6.284134161070802,5.2292,444500.0,1,0,0,0,0
-118.16,33.78,29.0,8.212025804623437,7.171656822768514,8.266678443305896,7.042286171939743,1.6955,179700.0,0,0,0,0,1
-118.35,34.08,52.0,7.644440761556566,5.963579343618446,6.812345094177479,5.929589143389895,3.8141,342000.0,1,0,0,0,0
-122.24,37.77,43.0,6.862757913051401,5.652489180268651,6.373319789577012,5.58724865840025,2.3882,162500.0,0,0,0,1,0
-118.78,34.16,9.0,10.322395236340782,8.317277766221235,9.462965052612562,8.276903481267057,8.0137,399200.0,0,0,0,0,1
-118.03,33.96,37.0,7.074116816197362,5.54907608489522,6.421622267806518,5.493061443340548,3.117,164600.0,1,0,0,0,0
-120.85,37.57,27.0,6.709304340258298,5.062595033026967,6.113682179832232,5.017279836814924,3.4934,193800.0,0,1,0,0,0
-116.17,33.53,13.0,7.446585099157725,6.240275845170769,7.590346945602565,6.093569770045136,2.1287,58600.0,0,1,0,0,0
-118.41,34.19,39.0,7.064759027791802,5.493061443340548,6.418364935936212,5.5134287461649825,4.1429,200000.0,1,0,0,0,0
-122.42,37.66,41.0,7.691656822810547,6.028278520230698,6.96979066990159,6.016157159698354,4.7361,302600.0,0,0,0,0,1
-119.56,36.71,29.0,7.582738488914411,5.973809611869261,7.097548850614793,5.988961416889864,2.5741,73000.0,0,1,0,0,0
-121.43,37.74,52.0,6.776506992372183,5.14166355650266,6.056784013228625,5.19295685089021,3.0865,119800.0,0,1,0,0,0
-118.22,33.97,47.0,6.9650803456014065,5.69035945432406,7.001245622069476,5.616771097666572,2.881,183300.0,1,0,0,0,0
-118.24,34.12,29.0,7.974188669286011,6.794586580876499,8.108021221376747,6.641182169740591,2.6111,168800.0,1,0,0,0,0
-118.34,34.1,29.0,8.069029328774958,7.2813856635702825,7.620705086838262,7.143617602704121,1.8209,500001.0,1,0,0,0,0
-122.02,36.99,30.0,7.676473646389156,6.1903154058531475,6.931471805599453,6.129050210060545,2.7875,245000.0,0,0,0,0,1
-122.42,37.78,17.0,7.1372784372603855,5.8289456176102075,6.9975959829819265,5.953243334287785,1.8438,72500.0,0,0,0,1,0
-118.12,33.89,22.0,8.835937789319836,7.581209826196346,8.54927308487965,7.539027055823995,2.9293,170800.0,1,0,0,0,0
-117.89,34.08,25.0,7.65728279297819,6.194405391104672,7.010311867307229,6.169610732491456,3.1949,207400.0,1,0,0,0,0
-118.21,33.88,32.0,7.318539548567902,5.940171252720432,6.9874902470009905,5.860786223465865,3.225,138200.0,1,0,0,0,0
-117.32,34.09,30.0,7.029972911706386,5.529429087511423,6.942156705699469,5.472270673671475,2.3917,78600.0,0,1,0,0,0
-119.26,36.5,35.0,7.432483807917119,5.918893854273146,7.297091005160418,5.799092654460526,2.5719,74300.0,0,1,0,0,0
-121.43,36.5,14.0,7.515344571180436,6.150602768446279,7.532623618788788,6.135564891081739,2.3879,129800.0,1,0,0,0,0
-118.96,35.36,35.0,7.734558844354756,6.210600077024653,7.461065514354283,6.175867270105761,2.4848,54000.0,0,1,0,0,0
-117.29,34.11,35.0,7.794411205726601,6.573680166960646,7.560601162768557,6.375024819828097,1.5561,68000.0,0,1,0,0,0
-119.8,36.8,43.0,7.5766097669730375,5.666426688112432,6.587550014824796,5.733341276897746,6.3359,169300.0,0,1,0,0,0
-117.36,33.92,7.0,9.146015161419625,7.074963197966044,8.18060094759445,7.010311867307229,8.5326,315200.0,0,1,0,0,0
-117.94,33.82,24.0,8.462948176563842,6.862757913051401,7.8636512654486515,6.767343125265392,5.0764,228600.0,1,0,0,0,0
-118.31,33.96,47.0,7.369600720526409,5.777652323222656,6.982862751468942,5.8289456176102075,4.4861,140400.0,1,0,0,0,0
-121.22,38.43,20.0,7.628031126930335,5.8289456176102075,6.840546529288687,5.820082930352362,4.5368,219300.0,0,1,0,0,0
-118.47,34.0,41.0,7.754481547470383,6.456769655572163,7.517520850603031,6.2878585601617845,2.288,263500.0,1,0,0,0,0
-117.29,33.18,15.0,8.237743803890933,6.675823221634848,7.398174092970465,6.582025138892826,2.7644,111400.0,0,0,0,0,1
-117.2,32.78,38.0,7.887208585813932,6.212606095751519,7.0326242610280065,6.208590026096629,4.0057,241600.0,0,0,0,0,1
-117.86,33.63,17.0,8.037866234709618,6.313548046277095,7.069874128458572,6.282266746896006,5.3099,500001.0,1,0,0,0,0
-122.38,40.58,34.0,7.141245122350491,5.5909869805108565,6.255750041753367,5.560681631015528,1.6983,72600.0,0,1,0,0,0
-118.31,33.75,36.0,7.906915488678587,6.163314804034641,7.1731917424865985,6.126869184114185,4.6042,357300.0,0,0,0,0,1
-118.51,34.2,37.0,7.633853559681768,6.075346031088684,6.939253946041508,6.028278520230698,4.0924,188400.0,1,0,0,0,0
-118.16,34.09,36.0,8.112227958349724,6.825460036255307,7.966239776559467,6.68586094706836,2.1696,170800.0,1,0,0,0,0
-118.86,34.16,16.0,7.31986492980897,5.37989735354046,6.361302477572996,5.4638318050256105,10.2614,410800.0,1,0,0,0,0
-117.14,32.71,43.0,6.874198495453294,5.545177444479562,6.754604099487962,5.342334251964811,1.2841,72000.0,0,0,0,0,1
-118.38,33.77,17.0,9.301186055275759,7.699842407396986,8.458292083496076,7.622663951323595,6.3064,418300.0,0,0,0,0,1
-118.36,33.97,19.0,8.445052513638554,7.156176637480615,7.978653729082731,7.022868086082641,2.6823,142500.0,1,0,0,0,0
-122.14,37.47,36.0,7.641084249174914,6.023447592961033,7.566311014772463,5.924255797414532,3.7917,160600.0,0,0,0,1,0
-117.92,33.63,24.0,7.354362330421477,6.091309882077698,6.546785410760524,5.8522024797744745,3.5161,236400.0,1,0,0,0,0
-122.0,37.35,20.0,8.367532416861831,6.747586526829315,7.630461261783627,6.728628613084702,5.1674,333000.0,1,0,0,0,0
-118.13,33.79,45.0,7.748460023899697,6.1070228877422545,6.964135612418245,6.061456918928017,4.375,234800.0,0,0,0,0,1
-122.45,37.71,34.0,8.049427057110695,6.507277712385012,7.6984827878809465,6.398594934535208,3.5536,251000.0,0,0,0,0,1
-121.26,38.11,4.0,7.629975707027789,5.905361848054571,6.839476438228843,5.75890177387728,4.2448,150900.0,0,1,0,0,0
-115.53,32.97,35.0,7.367708572374371,5.831882477283517,6.839476438228843,5.765191102784844,2.4063,70700.0,0,1,0,0,0
-120.2,39.33,26.0,7.5953872788539725,5.940171252720432,6.80903930604298,5.7745515455444085,3.7841,109500.0,0,1,0,0,0
-120.43,34.7,26.0,7.763871287820222,5.966146739123692,7.259116128097101,5.966146739123692,3.87,125800.0,0,0,0,0,1
-121.85,37.26,16.0,7.504942068396171,5.488937726156687,6.677083461247136,5.459585514144159,6.8194,291200.0,1,0,0,0,0
-121.25,37.94,28.0,6.872128101338986,5.4510384535657,6.663132695990803,5.389071729816501,2.3269,55900.0,0,1,0,0,0
-122.44,37.75,46.0,7.326465613840322,5.676753802268282,6.352629396319567,5.66988092298052,4.2667,338800.0,0,0,0,1,0
-120.84,37.47,11.0,7.734558844354756,6.214608098422191,7.292337176173877,6.156978985585555,2.7857,110300.0,0,1,0,0,0
-115.57,32.79,34.0,7.050122520269059,5.342334251964811,6.432940092739179,5.342334251964811,3.6042,73600.0,0,1,0,0,0
-117.11,32.75,20.0,7.419380582918692,6.152732694704104,7.164720378771857,6.100318952020064,2.0893,101100.0,0,0,0,0,1
-122.49,37.76,52.0,7.232010331664759,5.442417710521793,6.5638555265321274,5.634789603169249,5.8096,339800.0,0,0,0,1,0
-122.14,37.43,18.0,7.630946580890459,6.335054251498059,7.0431599159883405,6.398594934535208,4.0686,378600.0,0,0,0,1,0
-122.31,40.75,18.0,7.252762418053187,5.802118375377063,6.20455776256869,5.429345628954441,1.4911,75800.0,0,1,0,0,0
-122.19,37.78,52.0,7.695757990554761,5.986452005284438,6.892641641172089,5.91350300563827,3.22,156500.0,0,0,0,1,0
-122.71,38.46,42.0,7.362010551259734,5.932245187448011,6.739336627357174,5.91350300563827,2.314,169400.0,1,0,0,0,0
-118.37,33.88,27.0,7.4318919168078,5.805134968916488,6.699500340161678,5.793013608384144,4.5357,334200.0,1,0,0,0,0
-117.8,33.87,16.0,8.691986481789401,7.156176637480615,8.041734711487537,7.098375638590786,4.2566,206100.0,1,0,0,0,0
-122.03,37.99,37.0,7.470793774195062,5.793013608384144,6.78332520060396,5.860786223465865,4.59,166600.0,0,0,0,1,0
-121.91,37.33,28.0,6.12029741895095,4.997212273764115,5.905361848054571,4.948759890378168,2.9853,187500.0,1,0,0,0,0
-117.93,34.09,34.0,7.693025748417888,6.068425588244111,7.227662498728654,6.061456918928017,3.9861,163900.0,1,0,0,0,0
-118.32,33.91,35.0,6.846943139585379,5.288267030694535,6.46302945692067,5.375278407684165,4.2,181300.0,1,0,0,0,0
-122.16,37.45,19.0,7.699842407396986,6.698268054115413,7.173958319756794,6.654152520183219,2.1406,402500.0,0,0,0,1,0
-120.45,34.71,21.0,7.533158807455563,5.594711379601839,6.259581464064923,5.545177444479562,6.4678,249300.0,0,0,0,0,1
-118.04,33.96,42.0,7.266128779556451,5.82600010738045,7.146772179452637,5.7745515455444085,3.3214,148800.0,1,0,0,0,0
-117.86,33.88,19.0,7.3914152346753585,5.796057750765372,6.77078942390898,5.777652323222656,3.7361,201400.0,1,0,0,0,0
-121.63,39.75,37.0,7.167809184316444,5.6937321388027,6.345636360828596,5.552959584921617,1.8616,70500.0,0,1,0,0,0
-121.35,38.66,8.0,8.108623268354595,6.692083742506628,7.43543801981455,6.652863029353347,2.7011,130700.0,0,1,0,0,0
-118.27,33.82,37.0,6.8501261661455,5.389071729816501,6.6895992691789665,5.37989735354046,5.2287,191100.0,1,0,0,0,0
-118.42,34.23,34.0,7.346655163176539,5.634789603169249,6.919683849847411,5.666426688112432,4.5375,189000.0,1,0,0,0,0
-122.07,37.36,28.0,8.43663368355782,6.411818267709897,7.430707082545968,6.342121418721152,10.0346,500001.0,1,0,0,0,0
-118.36,33.88,44.0,7.217443431696533,5.472270673671475,6.565264970035361,5.5134287461649825,4.4271,336200.0,1,0,0,0,0
-118.13,34.01,45.0,7.07326971745971,5.594711379601839,6.602587892189336,5.53338948872752,2.7083,161800.0,1,0,0,0,0
-116.97,32.81,19.0,7.3613754289773485,6.156978985585555,6.739336627357174,6.028278520230698,2.1422,125000.0,1,0,0,0,0
-118.06,34.03,36.0,3.091042453358316,2.0794415416798357,3.091042453358316,2.302585092994046,2.375,175000.0,1,0,0,0,0
-118.38,34.16,42.0,7.765993079407675,6.304448802421981,6.97166860472579,6.261491684321042,3.1289,320600.0,1,0,0,0,0
-122.52,37.88,52.0,5.176149732573829,3.9318256327243257,4.48863636973214,3.8501476017100584,3.8068,275000.0,0,0,0,1,0
-118.27,34.16,47.0,7.282073658093465,5.877735781779639,6.669498089857879,5.846438775057725,3.0114,255500.0,1,0,0,0,0
-118.5,34.02,35.0,7.977625098784593,6.840546529288687,7.19668657083435,6.769641976852503,2.9934,350000.0,1,0,0,0,0
-121.75,36.92,46.0,7.217443431696533,5.7745515455444085,6.974478911025045,5.723585101952381,2.4615,177800.0,1,0,0,0,0
-122.89,39.42,16.0,6.021023349349527,4.74493212836325,3.295836866004329,2.995732273553991,0.4999,73500.0,0,1,0,0,0
-118.32,34.0,50.0,8.086717920303906,6.542471960506805,7.741099090035366,6.516193076042964,1.95,112600.0,1,0,0,0,0
-121.31,38.61,17.0,6.900730664045173,5.0238805208462765,5.75890177387728,5.075173815233827,6.6238,326700.0,0,1,0,0,0
-121.36,38.6,36.0,7.151485463904735,5.429345628954441,6.274762021241939,5.5053315359323625,3.875,133600.0,0,1,0,0,0
-119.68,36.32,28.0,7.189922170745808,5.6240175061873385,6.773080375655535,5.484796933490655,2.5833,54400.0,0,1,0,0,0
-120.63,37.36,16.0,7.381501894506707,5.645446897643238,6.7650389767805414,5.652489180268651,4.0694,110200.0,0,1,0,0,0
-118.25,34.12,21.0,6.606650186198215,5.583496308781699,6.759255270663693,5.5093883366279774,2.4856,181300.0,1,0,0,0,0
-122.24,38.14,15.0,9.045465728785949,7.473069088032197,8.518991573357617,7.4067107301776405,3.724,131600.0,0,0,0,1,0
-118.17,33.79,30.0,7.2078598714324755,6.253828811575473,7.881182202227102,6.315358001522335,1.9318,115900.0,0,0,0,0,1
-122.25,37.81,39.0,6.75110146893676,5.493061443340548,5.966146739123692,5.43372200355424,3.125,237500.0,0,0,0,1,0
-115.57,32.83,31.0,7.3098814858247865,5.66988092298052,6.866933284461882,5.652489180268651,3.5282,67500.0,0,1,0,0,0
-118.96,36.49,24.0,7.1459844677143876,5.598421958998375,6.456769655572163,5.214935757608986,1.742,118800.0,0,1,0,0,0
-118.28,34.07,41.0,6.9782137426306985,5.805134968916488,7.013915474810528,5.752572638825633,1.9233,207100.0,1,0,0,0,0
-118.3,33.76,6.0,8.7157161275482,7.147559271189454,7.893198869544609,7.112327444710911,5.1269,285200.0,1,0,0,0,0
-120.43,34.95,43.0,7.611347717403621,5.84354441703136,6.541029999189903,5.739792912179234,3.6815,181800.0,1,0,0,0,0
-117.68,34.15,4.0,8.314587291319576,6.361302477572996,7.599401333415815,6.364750756851911,6.7813,286300.0,0,1,0,0,0
-118.3,34.1,37.0,8.576593534697684,7.591357046698551,8.267705664762426,7.536363938404511,2.0672,283300.0,1,0,0,0,0
-122.03,37.53,18.0,7.465655310134056,6.082218910376446,7.1459844677143876,6.003887067106539,3.256,183300.0,0,0,0,1,0
-118.35,34.02,34.0,8.560061091643414,7.3632795869630385,8.171599480345463,7.22402480828583,1.5143,118800.0,1,0,0,0,0
-122.3,37.56,36.0,7.22983877815125,5.43372200355424,6.621405651764134,5.429345628954441,5.5381,282000.0,0,0,0,0,1
-116.63,33.89,22.0,7.340186835320115,5.8998973535824915,6.415096959171596,5.594711379601839,1.5227,71000.0,0,1,0,0,0
-117.66,34.0,5.0,7.23561914106675,5.4680601411351315,6.752270376141742,5.602118820879701,5.411,201100.0,0,1,0,0,0
-117.37,33.19,18.0,6.883462586413092,5.948034989180646,6.478509642208569,5.659482215759621,1.9562,192500.0,0,0,0,0,1
-121.86,37.7,13.0,9.171807422259398,7.20414929203594,8.387084506069217,7.238496840894365,6.6827,313700.0,0,1,0,0,0
-122.83,38.99,15.0,5.66988092298052,3.912023005428146,5.2574953720277815,4.007333185232471,1.6833,113900.0,0,1,0,0,0
-117.05,33.01,17.0,8.14060704285845,6.054439346269371,7.292337176173877,6.073044534100405,10.6186,429300.0,1,0,0,0,0
-118.52,34.46,5.0,9.63834944451924,7.8351837552667485,8.891649112650057,7.749753406274437,6.1281,236200.0,1,0,0,0,0
-117.33,33.9,2.0,9.460164801871723,7.519149957669823,8.441822884391462,7.282073658093465,5.1512,187800.0,0,1,0,0,0
-118.86,34.19,27.0,7.566311014772463,5.568344503761097,6.602587892189336,5.501258210544727,6.7805,392900.0,1,0,0,0,0
-118.3,33.78,35.0,7.8528278122817445,6.22455842927536,7.067319848653476,6.253828811575473,4.6207,304100.0,1,0,0,0,0
-119.0,35.36,39.0,6.799055862058796,5.384495062789089,6.692083742506628,5.288267030694535,1.25,42500.0,0,1,0,0,0
-118.26,33.78,27.0,7.422373700986824,6.198478716492308,7.452402451223638,6.137727054086234,2.0458,174500.0,0,0,0,0,1
